date,time,location,State,Country_orig,Country,country_trim,country_code,operator,operator_code,flight_no,route,ac_type,registration,cn_ln,aboard,aboard_count,fatalities,fatal_count,ground,summary
2-Jan-73,8:34,Edmonton, Alberta, Canada,Alberta,Canada,1770,Pacific Western Airlines,20820,?,Toronto - Edmonton,Boeing 707-321C,CF-PWZ,18826/389,5   (passengers:0  crew:5),5 ,5   (passengers:0  crew:5),5 ,0,"Landing in poor visibility, turbulence and snow, the cargo plane came in for a landing at a high sink rate. The captain took over the controls to try to arrest the sink rate but the plane crashed into trees, a powerline and finally into a ridge short of the runway. The plane broke in two and was destroyed by fire."
30-Oct-97,?,Near La Roche, Alberta, Canada,Alberta,Canada,1770,?,1001,?,Fort Mc Murray - La Loche,Cessna 206 Seneca,C-GPRL,?,6   (passengers:5  crew:1),6 ,3   (passengers:2  crew:1),3 ,0,Crashed while en route. The pilot continued flight into adverse weather and lighting conditions which did not enable him to avoid collision with terrain. Contributing factors to this occurrence were the aircraft's unserviceability for single pilot IFR flight and the lack of guidance to company pilots as to weather limits for night VFR flight.
4-Sep-02,9:00,High Prarie, Alberta, Canada,Alberta,Canada,1770,Airco Charters - Air Taxi,5100,?,"Edmond, Alberta - High Prarie, Alberta",PA-34-220T Seneca III,C-FRKZ,34-8233048,2   (passengers:1  crew:1),2 ,2   (passengers:1  crew:1),2 ,0,"Crashed into a densly wooded area 7nm from its destination. For undetermined reasons, the aircraft descended below the minimum safe altitude as prescribed on the NDB 25 approach for High Prairie and struck the terrain."
21-Dec-92,7:53,Faro, Algarve, Portugal,Algarve,Algarve,1150,Martinair Holland NV,16660,495,Amsterdam - Faro,McDonnell Douglas DC-10-30CF,PH-MBN,46924,340   (passengers:327  crew:13),340 ,56   (passengers:54  crew:2),56 ,0,"While attempting a second landing in high winds, during a storm, the aircraft's wing tip hit the runway resulting in the aircraft departing the runway and causing a fuel tank to explode. The high rate of descent in the final phase of the approach and the landing made on the right landing gear which exceeded the structural limitations of the aircraft.The crosswind, which exceeded the aircrafts limits and which occurred in the final phase of the approach and during landing. The combination of both factors caused stresses which exceeded the structural limitations of the aircraft. In addition, there were four moments when the pilots should have decided to abort the landing and do a go-around. This because the runway was flooded with water, the plane had left the flight path and was unstable during landing. In addition, the pilots did not properly correct for the windshear, flew too slowly and made errors with the automatic pilot."
2-May-27,?,Algiers, Algeria,,Algeria,Algeria,1160,Air Union,4970,?,?,SPCA Meteore 63,F-AIFN,?,3   (passengers:0  crew:3),3 ,1   (passengers:0  crew:1),1 ,0,The three engine seaplane stalled and crashed into the sea shortly after taking off.
26-Jan-37,c 17:30,Oran, Algeria,,Algeria,Algeria,1160,Sabena,23050,?,Belgian Congo - Brussels,Sabca S-73,OO-AGR,?,12   (passengers:8  crew:4),12 ,12   (passengers:8  crew:4),12 ,0,The mail plane crashed while attempting to land.
13-Aug-42,?,Algiers, Algeria,,Algeria,Algeria,1160,Air France,3070,?,?,Liore et Olivier H-246 Air Boat,F-AREJ,403,?   (passengers:?  crew:?),? ,4   (passengers:?  crew:?),4 ,0,Attacked by Royal Air Force fighters.  Crashed in the water while attempting to land.
27-Sep-42,?,Ameur el Ain, Algeria,,Algeria,Algeria,1160,Air France,3070,?,"Marseille, France - Dakar, Senegal",Dewoitine D-342,F-ARIZ,1,25   (passengers:21  crew:4),25 ,25   (passengers:21  crew:4),25 ,0,Crashed during takeoff after an in-flight failure of a wing.
8-Jan-48,?,Near Palestro, Algeria,,Algeria,Algeria,1160,Transport Comp. Algerienne de T.A.,26980,?,Algiers - Biskra,Douglas DC-3,F-BDLG,275,9   (passengers:7  crew:2),9 ,9   (passengers:7  crew:2),9 ,0,Crashed into a mountainside 50 miles south of Algiers.
29-Jul-50,?,Tunbukta, Algeria,,Algeria,Algeria,1160,Cie Air Transport,9430,?,Algiers - Gao,Bristol 170 Freighter 21,F-BENF,12738,26   (passengers:22  crew:4),26 ,26   (passengers:22  crew:4),26 ,0,An explosion in the left wing fuel tank tore off the upper wing surface leading to loss of control of the aircraft.
8-Apr-57,?,Algiers, Algeria,,Algeria,Algeria,1160,Air France,3070,?,?,Douglas DC-3,F-BEIK,14411/25856,34   (passengers:30  crew:4),34 ,34   (passengers:30  crew:4),34 ,0,"Crashed just after takeoff, one mile from the airfield. Engine failure."
31-May-58,?,SW of Algiers, Algeria,,Algeria,Algeria,1160,Air France,3070,?,Algier - Colomb-Bechar - Tindouf,Douglas DC-3,F-BHKV,20001,15   (passengers:12  crew:3),15 ,15   (passengers:12  crew:3),15 ,0,Crashed into mountains 100 miles southwest of Algiers.
10-May-61,c 02:30,Ghadames, Algeria,,Algeria,Algeria,1160,Air France,3070,406,"Fort Lamy, Chad - Marseilles, France",Lockheed 1649A Starliner,F-BHBM,1027,78   (passengers:69  crew:9),78 ,78   (passengers:69  crew:9),78 ,0,"While en route from Fort Lamy, Chad to Marseilles, France, the airliner crashed and burned in the Sahara Desert on the Algeria / Libya border. Detonation of a nitrocellulose bomb."
11-Apr-67,?,Tamanrasset, Algeria,,Algeria,Algeria,1160,Air Algerie,2700,?,Algiers - Tamanrasset,Douglas DC-4,7T-VAU,3065,39   (passengers:33  crew:6),39 ,35   (passengers:29  crew:6),35 ,0,Crashed into a mountainside while descending to land at Tamanrasset. Cause unknown.
26-Jul-69,?,Biskra, Algeria,,Algeria,Algeria,1160,Air Algerie,2700,?,Paris - Hassi Messaoud,Sud Aviation SE-210 Caravelle 6N,7T-VAK,073/73,37   (passengers:30  crew:7),37 ,33   (passengers:30  crew:3),33 ,0,Crash landed while attempting an emergency landing after a fire in an electrical panel led to a cabin fire.
31-Dec-70,?,Off Algiers, Algeria,,Algeria,Algeria,1160,Rousseau Aviation,22740,?,Algiers - Menorca,Nord 262E,F-BNGB,2,31   (passengers:28  crew:3),31 ,31   (passengers:28  crew:3),31 ,0,Ditched in the ocean. Mayday received. No trace of the plane ever found.
24-Jan-79,c 19:40,Bechar, Algeria,,Algeria,Algeria,1160,Air Algerie,2700,?,?,Nord 262A-44,7T-VSU,19,23   (passengers:20  crew:3),23 ,14   (passengers:14  crew:0),14 ,0,"Crashed short of the runway on approach. Crew error. Non-compliance with proper procedure, lack of crew coordination, crew fatigue and faulty altimiter."
18-Sep-94,8:07,Tamanrasset, Algeria,,Algeria,Algeria,1160,Oriental Airlines,20610,?,Tunis - Tamanrasset,BAC One-Eleven 515FB,5N-IMO,229,39   (passengers:32  crew:7),39 ,5   (passengers:3  crew:2),5 ,0,"After circling for almost an hour and a half and aborting four landing attempts in adverse weather conditions, the aircraft ran out of fuel and crashed."
26-Dec-94,c 17:00,Algiers Airport, Algeria,,Algeria,Algeria,1160,Air France,3070,8969,Alger - Paris,Airbus A300B2-1C,F-GBEC,104,239   (passengers:227  crew:12),239 ,3   (passengers:3  crew:0),3 ,0,The aircraft was hijacked by terrorists. Three passengers and four hijackers were killed when the plane was stormed.
6-Mar-03,15:45,Tamanrasset, Algeria,,Algeria,Algeria,1160,Air Algerie,2700,6289,Tamanrasset - Algiers,Boeing B-737-2T4,7T-VEZ,22700/885,103   (passengers:97  crew:6),103 ,102   (passengers:96  crew:6),102 ,0,"The starboard engine caught fire and failed while the plane was attempting to take off. The aircraft continued about 2,000 ft. past the end of the runway and crashed. The accident was caused by the loss of an engine during a critical phase of flight, the non-retraction of the landing gear after the engine failure, and the Captain, the pilot not flying, taking over control of the airplane before having clearly identified the problem."
30-Jun-03,10:50,Blida, Algeria,,Algeria,Algeria,1160,Military - Algerian Air Force,17070,?,Training,Lockheed C-130H Hercules,7T-WHQ,4926,4   (passengers:0  crew:4),4 ,4   (passengers:0  crew:4),4 ,11,"The military plane crashed into houses in the Beni Mered neighborhood, west of the Algerian capital, shortly after takeoff from the Boufarik military airport, 25 miles southwest of the capital. Witnesses reported seeing an engine on fire prior to the crash."
28-Jan-04,20:55,Ghardaïa, Algeria,,Algeria,Algeria,1160,Tassili Airlines,26070,?,Hassi R'Mel - Ghardaïa,Beechcraft 1900D,7T-VIN,UE-365,5   (passengers:2  crew:3),5 ,1   (passengers:0  crew:1),1 ,0,"While on approach by night, the crew lost contact with ground in a sand storm. The aircraft struck a mountain located about 10 km short of runway threshold."
11-Feb-14,11:59,Near Ain Kercha, Algeria,,Algeria,Algeria,1160,Military - Algerian Air Force,17070,?,Tamanarasset - Constatine,Lockheed C-130H-30 Hercules,7T-WHM,4919,78   (passengers:?  crew:?),78 ,77   (passengers:?  crew:?),77 ,0,The military transport crashed into a mountainous region approximaely 30 miles southeast of Constatine Airport. Unfavorable weather conditions and storms accompanied by snow were reported in the area.
30-Aug-14,240,Tamanraset, Algeria,,Algeria,Algeria,1160,Ukraine Air Alliance,27400,?,Glascow -Tamanraset - Equitorial Guinea,Antonov An-12BK,UR-DWF,8345802,7   (passengers:5  crew:2),7 ,7   (passengers:5  crew:2),7 ,0,"The cargo plane crashed in the mountainous southeastern region of Algereia, 15 km south of the airport, shortly after taking off."
11-Apr-18,800,Boufarik AB, Algeria,,Algeria,Algeria,1160,Military - Algerian Air Force,17070,?,Boufarik AB - Bechar - Tindouf,Ilyushin 76-TD,7T-WIP,1043419636,257   (passengers:247  crew:10),257 ,257   (passengers:247  crew:10),257 ,0,The Algerian military plane crashed soon after takeoff in a field and burst into flames. The plane was totally destroyed.
20-Mar-62,?,Algeria,,,Algeria,Algeria,1160,Military - French Air Force,17560,?,?,Nord 2501 Noratlas,204,?,11   (passengers:?  crew:?),11 ,11   (passengers:?  crew:?),11 ,0,?
22-May-29,?,Algiers,,,Algiers,Algiers,1170,Aeropostale,2260,?,Algiers - Marseille,Cams 53,F-AISX,7,6   (passengers:3  crew:3),6 ,4   (passengers:3  crew:2),4 ,0,The plane collided with a submerged object while taking off.
9-Dec-31,?,Off Algiers,,,Algiers,Algiers,1170,Aeropostale,2260,?,Marseille - Algiers,CAMS 56,F-AIOX,3,2   (passengers:0  crew:2),2 ,2   (passengers:0  crew:2),2 ,0,The crew crashed into the sea after a hydraulic failure and fire.
10-Jan-33,?,Algiers,,,Algiers,Algiers,1170,Aeropostale,2260,?,?,CAMS 53,F-AISV,?,1   (passengers:0  crew:1),1 ,1   (passengers:0  crew:1),1 ,0,?
4-Jun-02,?,Oiapoque, Amapa, Brazil,Amapa,Amapa,1180,Marco Zero Air Taxi,16600,?,?,Embraer 721C Sertanejo,PT-EPH,?,5   (passengers:4  crew:1),5 ,5   (passengers:4  crew:1),5 ,0,"The plane tookoff and encountered heavy clouds all along the route.  Wreckage was found 42 miles from Oiapoque, in an Amazon forest. Poor weather conditions."
29-Nov-87,c 11:30,Over the Andaman Sea,,,Andaman Sea,Andaman Sea,1190,Korean Airlines,15020,858,Abu Dhabi - Bangkok,Boeing B-707-3B5C,HL-7406,20522/855,115   (passengers:104  crew:11),115 ,115   (passengers:104  crew:11),115 ,0,"The plane crashed while on a flight from Abu Dhabi to Bangkok. Detonation of an explosive device in the passenger cabin left by two passengers who exited  the plane at Abu Dhabi. A 75 year old man and Korean woman were arrested as they tried to use fake passports to fly to Rome. While under guard, the man bit into a cyanide capsule and died. The woman, a North Korean agent, confessed to the crime."
18-Jul-50,?,Near Bocoio, Angola,,Angola,Angola,1200,DTA Angola Airlines,10770,?,Nova Lisboa - Lobito,Douglas DC-3,CR-LBK,13769,9   (passengers:6  crew:3),9 ,9   (passengers:6  crew:3),9 ,0,?
21-May-72,?,Lobito, Angola,,Angola,Angola,1200,DTA Angola Airlines,10770,?,Luanda - Lobito - Sa Da Bandeira,Fokker F-27 Friendship 200,CR-LLD,10439,25   (passengers:19  crew:6),25 ,22   (passengers:17  crew:5),22 ,0,Overshot the runway in heavy fog and crashed into the ocean while landing.
14-Jul-77,12:30,Near Cuangar, Angola,,Angola,Angola,1200,Military - Angolan Air Force,17090,?,?,Antonov AN-26,?,?,30   (passengers:?  crew:?),30 ,30   (passengers:?  crew:?),30 ,0,Shot down by rebels near the Namibia border as it took off.
26-Mar-79,?,Luanda, Angola,,Angola,Angola,1200,Interflug,13930,?,?,Ilyushin IL-18D,DM-STL,186009402,10   (passengers:6  crew:4),10 ,10   (passengers:6  crew:4),10 ,0,"The cargo plane lost the No. 2 engine on takeoff, overran the runway, crashed into the ILS localizer antenna, broke up and caught fire."
8-Jun-80,15:33,Near Matala, Angola,,Angola,Angola,1200,Lineas Aereas de Angola,15870,?,?,Yakovlev YAK-40,D2-TYC,9721753,29   (passengers:25  crew:4),29 ,29   (passengers:25  crew:4),29 ,0,Accidentally shot down by anti-aircraft fire.
16-May-81,?,Near Menongue, Angola,,Angola,Angola,1200,TAAG Angola Airlines,25600,?,?,Lockheed L-100-20 Hercules,D2-EAS,4830,4   (passengers:0  crew:4),4 ,4   (passengers:0  crew:4),4 ,0,Shot down by a surface-to-air missile.
29-Nov-82,?,Lubango, Angola,,Angola,Angola,1200,TAAG Angola Airlines,25600,?,?,Antonov AN-26,D2-TAB,4607,15   (passengers:9  crew:6),15 ,15   (passengers:9  crew:6),15 ,0,Flew into a mountain while descending for a landing.
27-Aug-83,?,Near Dundo, Angola,,Angola,Angola,1200,Transamerica Airlines,26790,?,?,Lockheed L-100-30 Hercules,N17ST,4333,7   (passengers:3  crew:4),7 ,7   (passengers:3  crew:4),7 ,0,?
25-Nov-85,?,Near Luassingua, Angola,,Angola,Angola,1200,Military - Angolan Air Force,17090,?,?,Antonov AN-26,?,?,22   (passengers:?  crew:?),22 ,22   (passengers:?  crew:?),22 ,0,Shot down by South African anti-aircraft fire.
27-Apr-88,?,Near Tchamulate, Angola,,Angola,Angola,1200,Military - Cuban Air Force,17380,?,?,Antonov AN-26,14-27,7007,29   (passengers:26  crew:3),29 ,29   (passengers:26  crew:3),29 ,0,Shot down with a surface-to-air missile.
26-Jul-89,?,Near Chana, Angola,,Angola,Angola,1200,Military - Angolan Air Force,17090,?,Luena - Cazombo,Antonov AN-26,?,?,48   (passengers:?  crew:?),48 ,42   (passengers:?  crew:?),42 ,0,Shot down either by rebel forces or friendly fire. A missile struck one of the engines and the plane crashed while attempting an emergency landing.
27-Nov-89,?,Near Jamba, Angola,,Angola,Angola,1200,Tepper Aviation,26240,?,Kamina - Jamba,Lockheed L-100-20 Hercules,N9205T,4129,5   (passengers:0  crew:5),5 ,5   (passengers:0  crew:5),5 ,0,Crashed while landing.
27-Mar-90,?,Near Kuito, Angola,,Angola,Angola,1200,Military - Angolan Air Force,17090,?,?,CASA 212 Aviocar 300,T-410,384,25   (passengers:20  crew:5),25 ,25   (passengers:20  crew:5),25 ,0,Shot down with a missile fired by UNITA rebels.
22-Feb-91,?,Cazombo, Angola,,Angola,Angola,1200,Fuerza Area Angolaise,12240,?,?,Antonov AN-26,?,?,47   (passengers:43  crew:4),47 ,47   (passengers:43  crew:4),47 ,0,Shot down by surface-to-air missile launced by UNITA rebels.
16-Mar-91,?,Malanje, Angola,,Angola,Angola,1200,Transafrik,26730,?,?,Lockheed L-100-30 Hercules,CP-1564,4833,9   (passengers:6  crew:3),9 ,9   (passengers:6  crew:3),9 ,0,The cargo plane was shot down by a surface-to-air missile.
10-Jun-91,15:40,Luanda, Angola,,Angola,Angola,1200,Carib Air Transport,8650,?,Luanda - Cafunfo,Lockheed L-382B Hercules,J6-SLQ,3099,7   (passengers:4  crew:3),7 ,7   (passengers:4  crew:3),7 ,0,Crashed on takeoff after the No. 1engine overspeeded and failed.
31-Aug-92,22:32,Jamba, Angola,,Angola,Angola,1200,Professional Aviation Services,21990,?,Jamba - Pretoria,Douglas DC-3,ZS-DHX,15908/32656,17   (passengers:14  crew:3),17 ,3   (passengers:0  crew:3),3 ,0,"The plane was unable to maintain altitude after taking off, crashed into trees and caught fire.  The co-pilot became distracted while trying to operate an inconviently placed intercom switch and the aircraft to lose height and drift to the right."
26-Oct-94,?,Near Cuito, Angola,,Angola,Angola,1200,Military - Angolan Air Force,17090,?,?,Mil Mi-8MTV (helicopter),H534,?,22   (passengers:?  crew:?),22 ,22   (passengers:?  crew:?),22 ,0,Shot down by rebel forces.
25-Nov-94,?,Near Cuito, Angola,,Angola,Angola,1200,Military - Angolan Air Force,17090,?,?,Mil Mi-17 (helicopter),H584,?,22   (passengers:?  crew:?),22 ,22   (passengers:?  crew:?),22 ,0,Shot down by UNITA rebel forces.
